SA1_7DIG16,LGA_NAME17,MetroMelbourne
2132251,Monash (C),Greater Melbourne
2132252,Monash (C),Greater Melbourne
2132301,Monash (C),Greater Melbourne
2132302,Monash (C),Greater Melbourne
2132335,Monash (C),Greater Melbourne
2132336,Monash (C),Greater Melbourne
2132337,Monash (C),Greater Melbourne
2132401,Monash (C),Greater Melbourne
2132402,Monash (C),Greater Melbourne
2132403,Monash (C),Greater Melbourne
2132404,Monash (C),Greater Melbourne
2132405,Monash (C),Greater Melbourne
2132406,Monash (C),Greater Melbourne
2132407,Monash (C),Greater Melbourne
2132408,Monash (C),Greater Melbourne
2132409,Monash (C),Greater Melbourne
2132410,Monash (C),Greater Melbourne
2132411,Monash (C),Greater Melbourne
2132412,Monash (C),Greater Melbourne
2132413,Monash (C),Greater Melbourne
2132319,Monash (C),Greater Melbourne
2132320,Monash (C),Greater Melbourne
2132321,Monash (C),Greater Melbourne
2132322,Monash (C),Greater Melbourne
2132323,Monash (C),Greater Melbourne
2132324,Monash (C),Greater Melbourne
2132325,Monash (C),Greater Melbourne
2132326,Monash (C),Greater Melbourne
2132327,Monash (C),Greater Melbourne
2132328,Monash (C),Greater Melbourne
2132329,Monash (C),Greater Melbourne
2132330,Monash (C),Greater Melbourne
2132331,Monash (C),Greater Melbourne
2132332,Monash (C),Greater Melbourne
2132333,Monash (C),Greater Melbourne
2132334,Monash (C),Greater Melbourne
2132145,Monash (C),Greater Melbourne
2132146,Monash (C),Greater Melbourne
2132147,Monash (C),Greater Melbourne
2132148,Monash (C),Greater Melbourne
2132149,Monash (C),Greater Melbourne
2132150,Monash (C),Greater Melbourne
2132151,Monash (C),Greater Melbourne
2132152,Monash (C),Greater Melbourne
2132153,Monash (C),Greater Melbourne
2132154,Monash (C),Greater Melbourne
2132201,Monash (C),Greater Melbourne
2132202,Monash (C),Greater Melbourne
2132203,Monash (C),Greater Melbourne
2132204,Monash (C),Greater Melbourne
2132205,Monash (C),Greater Melbourne
2132206,Monash (C),Greater Melbourne
2132129,Monash (C),Greater Melbourne
2132130,Monash (C),Greater Melbourne
2132131,Monash (C),Greater Melbourne
2132132,Monash (C),Greater Melbourne
2132133,Monash (C),Greater Melbourne
2132134,Monash (C),Greater Melbourne
2132135,Monash (C),Greater Melbourne
2132136,Monash (C),Greater Melbourne
2132137,Monash (C),Greater Melbourne
2132138,Monash (C),Greater Melbourne
2132139,Monash (C),Greater Melbourne
2132140,Monash (C),Greater Melbourne
2132141,Monash (C),Greater Melbourne
2132142,Monash (C),Greater Melbourne
2132143,Monash (C),Greater Melbourne
2132144,Monash (C),Greater Melbourne
2132223,Monash (C),Greater Melbourne
2132224,Monash (C),Greater Melbourne
2132225,Monash (C),Greater Melbourne
2132226,Monash (C),Greater Melbourne
2132227,Monash (C),Greater Melbourne
2132228,Monash (C),Greater Melbourne
2132229,Monash (C),Greater Melbourne
2132230,Monash (C),Greater Melbourne
2132231,Monash (C),Greater Melbourne
2132232,Monash (C),Greater Melbourne
2132233,Monash (C),Greater Melbourne
2132234,Monash (C),Greater Melbourne
2132235,Monash (C),Greater Melbourne
2132236,Monash (C),Greater Melbourne
2132237,Monash (C),Greater Melbourne
2132238,Monash (C),Greater Melbourne
2132207,Monash (C),Greater Melbourne
2132208,Monash (C),Greater Melbourne
2132209,Monash (C),Greater Melbourne
2132210,Monash (C),Greater Melbourne
2132211,Monash (C),Greater Melbourne
2132212,Monash (C),Greater Melbourne
2132213,Monash (C),Greater Melbourne
2132214,Monash (C),Greater Melbourne
2132215,Monash (C),Greater Melbourne
2132216,Monash (C),Greater Melbourne
2132217,Monash (C),Greater Melbourne
2132218,Monash (C),Greater Melbourne
2132219,Monash (C),Greater Melbourne
2132220,Monash (C),Greater Melbourne
2132221,Monash (C),Greater Melbourne
2132222,Monash (C),Greater Melbourne
2132607,Monash (C),Greater Melbourne
2132608,Monash (C),Greater Melbourne
2132609,Monash (C),Greater Melbourne
2132610,Monash (C),Greater Melbourne
2132611,Monash (C),Greater Melbourne
2132612,Monash (C),Greater Melbourne
2132613,Monash (C),Greater Melbourne
2132614,Monash (C),Greater Melbourne
2132615,Monash (C),Greater Melbourne
2132616,Monash (C),Greater Melbourne
2132617,Monash (C),Greater Melbourne
2132618,Monash (C),Greater Melbourne
2132619,Monash (C),Greater Melbourne
2132620,Monash (C),Greater Melbourne
2132621,Monash (C),Greater Melbourne
2132622,Monash (C),Greater Melbourne
2132539,Monash (C),Greater Melbourne
2132540,Monash (C),Greater Melbourne
2132541,Monash (C),Greater Melbourne
2132542,Monash (C),Greater Melbourne
2132543,Monash (C),Greater Melbourne
2132544,Monash (C),Greater Melbourne
2132545,Monash (C),Greater Melbourne
2132546,Monash (C),Greater Melbourne
2132547,Monash (C),Greater Melbourne
2132548,Monash (C),Greater Melbourne
2132601,Monash (C),Greater Melbourne
2132602,Monash (C),Greater Melbourne
2132603,Monash (C),Greater Melbourne
2132604,Monash (C),Greater Melbourne
2132605,Monash (C),Greater Melbourne
2132606,Monash (C),Greater Melbourne
2132639,Monash (C),Greater Melbourne
2132640,Monash (C),Greater Melbourne
2132641,Monash (C),Greater Melbourne
2132642,Monash (C),Greater Melbourne
2132643,Monash (C),Greater Melbourne
2132644,Monash (C),Greater Melbourne
2132645,Monash (C),Greater Melbourne
2132646,Monash (C),Greater Melbourne
2132647,Monash (C),Greater Melbourne
2132648,Monash (C),Greater Melbourne
2132649,Monash (C),Greater Melbourne
2132650,Monash (C),Greater Melbourne
2132651,Monash (C),Greater Melbourne
2132652,Monash (C),Greater Melbourne
2132653,Monash (C),Greater Melbourne
2132701,Monash (C),Greater Melbourne
2132623,Monash (C),Greater Melbourne
2132624,Monash (C),Greater Melbourne
2132625,Monash (C),Greater Melbourne
2132626,Monash (C),Greater Melbourne
2132627,Monash (C),Greater Melbourne
2132628,Monash (C),Greater Melbourne
2132629,Monash (C),Greater Melbourne
2132630,Monash (C),Greater Melbourne
2132631,Monash (C),Greater Melbourne
2132632,Monash (C),Greater Melbourne
2132633,Monash (C),Greater Melbourne
2132634,Monash (C),Greater Melbourne
2132635,Monash (C),Greater Melbourne
2132636,Monash (C),Greater Melbourne
2132637,Monash (C),Greater Melbourne
2132638,Monash (C),Greater Melbourne
2132430,Monash (C),Greater Melbourne
2132431,Monash (C),Greater Melbourne
2132432,Monash (C),Greater Melbourne
2132433,Monash (C),Greater Melbourne
2132434,Monash (C),Greater Melbourne
2132435,Monash (C),Greater Melbourne
2132436,Monash (C),Greater Melbourne
2132437,Monash (C),Greater Melbourne
2132438,Monash (C),Greater Melbourne
2132439,Monash (C),Greater Melbourne
2132440,Monash (C),Greater Melbourne
2132441,Monash (C),Greater Melbourne
2132501,Monash (C),Greater Melbourne
2132502,Monash (C),Greater Melbourne
2132503,Monash (C),Greater Melbourne
2132504,Monash (C),Greater Melbourne
2132414,Monash (C),Greater Melbourne
2132415,Monash (C),Greater Melbourne
2132416,Monash (C),Greater Melbourne
2132417,Monash (C),Greater Melbourne
2132418,Monash (C),Greater Melbourne
2132419,Monash (C),Greater Melbourne
2132420,Monash (C),Greater Melbourne
2132421,Monash (C),Greater Melbourne
2132422,Monash (C),Greater Melbourne
2132423,Monash (C),Greater Melbourne
2132424,Monash (C),Greater Melbourne
2132425,Monash (C),Greater Melbourne
2132426,Monash (C),Greater Melbourne
2132427,Monash (C),Greater Melbourne
2132428,Monash (C),Greater Melbourne
2132429,Monash (C),Greater Melbourne
2132522,Monash (C),Greater Melbourne
2132523,Monash (C),Greater Melbourne
2132525,Monash (C),Greater Melbourne
2132526,Monash (C),Greater Melbourne
2132527,Monash (C),Greater Melbourne
2132528,Monash (C),Greater Melbourne
2132529,Monash (C),Greater Melbourne
2132530,Monash (C),Greater Melbourne
2132531,Monash (C),Greater Melbourne
2132532,Monash (C),Greater Melbourne
2132533,Monash (C),Greater Melbourne
2132534,Monash (C),Greater Melbourne
2132535,Monash (C),Greater Melbourne
2132536,Monash (C),Greater Melbourne
2132537,Monash (C),Greater Melbourne
2132538,Monash (C),Greater Melbourne
2132505,Monash (C),Greater Melbourne
2132506,Monash (C),Greater Melbourne
2132507,Monash (C),Greater Melbourne
2132508,Monash (C),Greater Melbourne
2132509,Monash (C),Greater Melbourne
2132510,Monash (C),Greater Melbourne
2132511,Monash (C),Greater Melbourne
2132512,Monash (C),Greater Melbourne
2132513,Monash (C),Greater Melbourne
2132514,Monash (C),Greater Melbourne
2132515,Monash (C),Greater Melbourne
2132516,Monash (C),Greater Melbourne
2132518,Monash (C),Greater Melbourne
2132519,Monash (C),Greater Melbourne
2132520,Monash (C),Greater Melbourne
2132521,Monash (C),Greater Melbourne
2141308,Moira (S),Rest of Vic.
2141309,Moira (S),Rest of Vic.
2141310,Moira (S),Rest of Vic.
2141311,Moira (S),Rest of Vic.
2141312,Moira (S),Rest of Vic.
2141313,Moira (S),Rest of Vic.
2141314,Moira (S),Rest of Vic.
2141314,Moira (S),Rest of Vic.
2141315,Moira (S),Rest of Vic.
2141316,Moira (S),Rest of Vic.
2141317,Moira (S),Rest of Vic.
2141318,Moira (S),Rest of Vic.
2141319,Moira (S),Rest of Vic.
2141320,Moira (S),Rest of Vic.
2141321,Moira (S),Rest of Vic.
2141322,Moira (S),Rest of Vic.
2141203,Moira (S),Rest of Vic.
2141204,Moira (S),Rest of Vic.
2141205,Moira (S),Rest of Vic.
2141206,Moira (S),Rest of Vic.
2141207,Moira (S),Rest of Vic.
2141208,Moira (S),Rest of Vic.
2141208,Moira (S),Rest of Vic.
2141209,Moira (S),Rest of Vic.
2141301,Moira (S),Rest of Vic.
2141302,Moira (S),Rest of Vic.
2141303,Moira (S),Rest of Vic.
2141304,Moira (S),Rest of Vic.
2141304,Moira (S),Rest of Vic.
2141305,Moira (S),Rest of Vic.
2141306,Moira (S),Rest of Vic.
2141307,Moira (S),Rest of Vic.
2141402,Moira (S),Rest of Vic.
2141403,Moira (S),Rest of Vic.
2141404,Moira (S),Rest of Vic.
2141405,Moira (S),Rest of Vic.
2141406,Moira (S),Rest of Vic.
2141407,Moira (S),Rest of Vic.
2141408,Moira (S),Rest of Vic.
2141409,Moira (S),Rest of Vic.
2141410,Moira (S),Rest of Vic.
2141411,Moira (S),Rest of Vic.
2141413,Moira (S),Rest of Vic.
2141415,Moira (S),Rest of Vic.
2141416,Moira (S),Rest of Vic.
2141417,Moira (S),Rest of Vic.
2141418,Moira (S),Rest of Vic.
2141419,Moira (S),Rest of Vic.
2141323,Moira (S),Rest of Vic.
2141324,Moira (S),Rest of Vic.
2141325,Moira (S),Rest of Vic.
2141326,Moira (S),Rest of Vic.
2141327,Moira (S),Rest of Vic.
2141328,Moira (S),Rest of Vic.
2141329,Moira (S),Rest of Vic.
2141330,Moira (S),Rest of Vic.
2141331,Moira (S),Rest of Vic.
2141332,Moira (S),Rest of Vic.
2141333,Moira (S),Rest of Vic.
2141334,Moira (S),Rest of Vic.
2141335,Moira (S),Rest of Vic.
2141336,Moira (S),Rest of Vic.
2141337,Moira (S),Rest of Vic.
2141401,Moira (S),Rest of Vic.
2122403,Mitchell (S),Greater Melbourne
2122404,Mitchell (S),Greater Melbourne
2122405,Mitchell (S),Greater Melbourne
2122406,Mitchell (S),Greater Melbourne
2122407,Mitchell (S),Greater Melbourne
2122408,Mitchell (S),Greater Melbourne
2122409,Mitchell (S),Greater Melbourne
2122409,Mitchell (S),Greater Melbourne
2122410,Mitchell (S),Greater Melbourne
2122411,Mitchell (S),Greater Melbourne
2122413,Mitchell (S),Greater Melbourne
2122414,Mitchell (S),Greater Melbourne
2122415,Mitchell (S),Greater Melbourne
2122416,Mitchell (S),Greater Melbourne
2122417,Mitchell (S),Greater Melbourne
2122418,Mitchell (S),Greater Melbourne
2105916,Mitchell (S),Rest of Vic.
2105917,Mitchell (S),Rest of Vic.
2106001,Mitchell (S),Rest of Vic.
2106002,Mitchell (S),Rest of Vic.
2106003,Mitchell (S),Rest of Vic.
2106004,Mitchell (S),Rest of Vic.
2106005,Mitchell (S),Rest of Vic.
2106006,Mitchell (S),Rest of Vic.
2106007,Mitchell (S),Rest of Vic.
2106008,Mitchell (S),Rest of Vic.
2106009,Mitchell (S),Rest of Vic.
2106009,Mitchell (S),Rest of Vic.
2106010,Mitchell (S),Rest of Vic.
2106011,Mitchell (S),Rest of Vic.
2122401,Mitchell (S),Greater Melbourne
2122402,Mitchell (S),Greater Melbourne
2141105,Moira (S),Rest of Vic.
2141106,Moira (S),Rest of Vic.
2141107,Moira (S),Rest of Vic.
2141108,Moira (S),Rest of Vic.
2141109,Moira (S),Rest of Vic.
2141110,Moira (S),Rest of Vic.
2141111,Moira (S),Rest of Vic.
2141112,Moira (S),Rest of Vic.
2141113,Moira (S),Rest of Vic.
2141114,Moira (S),Rest of Vic.
2141115,Moira (S),Rest of Vic.
2141116,Moira (S),Rest of Vic.
2141117,Moira (S),Rest of Vic.
2141201,Moira (S),Rest of Vic.
2141202,Moira (S),Rest of Vic.
2141203,Moira (S),Rest of Vic.
2122419,Mitchell (S),Greater Melbourne
2122420,Mitchell (S),Greater Melbourne
2122421,Mitchell (S),Greater Melbourne
2122422,Mitchell (S),Greater Melbourne
2122423,Mitchell (S),Greater Melbourne
2122424,Mitchell (S),Greater Melbourne
2122425,Mitchell (S),Greater Melbourne
2122426,Mitchell (S),Greater Melbourne
2122428,Mitchell (S),Greater Melbourne
2122429,Mitchell (S),Greater Melbourne
2122430,Mitchell (S),Greater Melbourne
2122431,Mitchell (S),Greater Melbourne
2141101,Moira (S),Rest of Vic.
2141102,Moira (S),Rest of Vic.
2141103,Moira (S),Rest of Vic.
2141104,Moira (S),Rest of Vic.
2132022,Monash (C),Greater Melbourne
2132023,Monash (C),Greater Melbourne
2132024,Monash (C),Greater Melbourne
2132025,Monash (C),Greater Melbourne
2132026,Monash (C),Greater Melbourne
2132027,Monash (C),Greater Melbourne
2132029,Monash (C),Greater Melbourne
2132030,Monash (C),Greater Melbourne
2132031,Monash (C),Greater Melbourne
2132032,Monash (C),Greater Melbourne
2132033,Monash (C),Greater Melbourne
2132035,Monash (C),Greater Melbourne
2132036,Monash (C),Greater Melbourne
2132037,Monash (C),Greater Melbourne
2132038,Monash (C),Greater Melbourne
2132039,Monash (C),Greater Melbourne
2132006,Monash (C),Greater Melbourne
2132007,Monash (C),Greater Melbourne
2132008,Monash (C),Greater Melbourne
2132009,Monash (C),Greater Melbourne
2132010,Monash (C),Greater Melbourne
2132011,Monash (C),Greater Melbourne
2132012,Monash (C),Greater Melbourne
2132013,Monash (C),Greater Melbourne
2132014,Monash (C),Greater Melbourne
2132015,Monash (C),Greater Melbourne
2132016,Monash (C),Greater Melbourne
2132017,Monash (C),Greater Melbourne
2132018,Monash (C),Greater Melbourne
2132019,Monash (C),Greater Melbourne
2132020,Monash (C),Greater Melbourne
2132021,Monash (C),Greater Melbourne
2132113,Monash (C),Greater Melbourne
2132114,Monash (C),Greater Melbourne
2132115,Monash (C),Greater Melbourne
2132116,Monash (C),Greater Melbourne
2132117,Monash (C),Greater Melbourne
2132118,Monash (C),Greater Melbourne
2132119,Monash (C),Greater Melbourne
2132120,Monash (C),Greater Melbourne
2132121,Monash (C),Greater Melbourne
2132122,Monash (C),Greater Melbourne
2132123,Monash (C),Greater Melbourne
2132124,Monash (C),Greater Melbourne
2132125,Monash (C),Greater Melbourne
2132126,Monash (C),Greater Melbourne
2132127,Monash (C),Greater Melbourne
2132128,Monash (C),Greater Melbourne
2132040,Monash (C),Greater Melbourne
2132041,Monash (C),Greater Melbourne
2132042,Monash (C),Greater Melbourne
2132043,Monash (C),Greater Melbourne
2132101,Monash (C),Greater Melbourne
2132102,Monash (C),Greater Melbourne
2132103,Monash (C),Greater Melbourne
2132104,Monash (C),Greater Melbourne
2132105,Monash (C),Greater Melbourne
2132106,Monash (C),Greater Melbourne
2132107,Monash (C),Greater Melbourne
2132108,Monash (C),Greater Melbourne
2132109,Monash (C),Greater Melbourne
2132110,Monash (C),Greater Melbourne
2132111,Monash (C),Greater Melbourne
2132112,Monash (C),Greater Melbourne
2118015,Monash (C),Greater Melbourne
2118016,Monash (C),Greater Melbourne
2118017,Monash (C),Greater Melbourne
2131901,Monash (C),Greater Melbourne
2131902,Monash (C),Greater Melbourne
2131903,Monash (C),Greater Melbourne
2131904,Monash (C),Greater Melbourne
2131905,Monash (C),Greater Melbourne
2131906,Monash (C),Greater Melbourne
2131907,Monash (C),Greater Melbourne
2131908,Monash (C),Greater Melbourne
2131909,Monash (C),Greater Melbourne
2131910,Monash (C),Greater Melbourne
2131911,Monash (C),Greater Melbourne
2131912,Monash (C),Greater Melbourne
2131913,Monash (C),Greater Melbourne
2141420,Moira (S),Rest of Vic.
2141421,Moira (S),Rest of Vic.
2118001,Monash (C),Greater Melbourne
2118002,Monash (C),Greater Melbourne
2118003,Monash (C),Greater Melbourne
2118004,Monash (C),Greater Melbourne
2118005,Monash (C),Greater Melbourne
2118006,Monash (C),Greater Melbourne
2118007,Monash (C),Greater Melbourne
2118008,Monash (C),Greater Melbourne
2118009,Monash (C),Greater Melbourne
2118010,Monash (C),Greater Melbourne
2118011,Monash (C),Greater Melbourne
2118012,Monash (C),Greater Melbourne
2118013,Monash (C),Greater Melbourne
2118014,Monash (C),Greater Melbourne
2131930,Monash (C),Greater Melbourne
2131932,Monash (C),Greater Melbourne
2131933,Monash (C),Greater Melbourne
2131934,Monash (C),Greater Melbourne
2131935,Monash (C),Greater Melbourne
2131936,Monash (C),Greater Melbourne
2131937,Monash (C),Greater Melbourne
2131938,Monash (C),Greater Melbourne
2131939,Monash (C),Greater Melbourne
2131940,Monash (C),Greater Melbourne
2131941,Monash (C),Greater Melbourne
2132001,Monash (C),Greater Melbourne
2132002,Monash (C),Greater Melbourne
2132003,Monash (C),Greater Melbourne
2132004,Monash (C),Greater Melbourne
2132005,Monash (C),Greater Melbourne
2131914,Monash (C),Greater Melbourne
2131915,Monash (C),Greater Melbourne
2131916,Monash (C),Greater Melbourne
2131917,Monash (C),Greater Melbourne
2131918,Monash (C),Greater Melbourne
2131919,Monash (C),Greater Melbourne
2131920,Monash (C),Greater Melbourne
2131921,Monash (C),Greater Melbourne
2131922,Monash (C),Greater Melbourne
2131923,Monash (C),Greater Melbourne
2131924,Monash (C),Greater Melbourne
2131925,Monash (C),Greater Melbourne
2131926,Monash (C),Greater Melbourne
2131927,Monash (C),Greater Melbourne
2131928,Monash (C),Greater Melbourne
2131929,Monash (C),Greater Melbourne
2139520,Mildura (RC),Rest of Vic.
2139521,Mildura (RC),Rest of Vic.
2139522,Mildura (RC),Rest of Vic.
2139601,Mildura (RC),Rest of Vic.
2139602,Mildura (RC),Rest of Vic.
2139603,Mildura (RC),Rest of Vic.
2139604,Mildura (RC),Rest of Vic.
2139605,Mildura (RC),Rest of Vic.
2139606,Mildura (RC),Rest of Vic.
2139607,Mildura (RC),Rest of Vic.
2139608,Mildura (RC),Rest of Vic.
2139609,Mildura (RC),Rest of Vic.
2139610,Mildura (RC),Rest of Vic.
2139611,Mildura (RC),Rest of Vic.
2139612,Mildura (RC),Rest of Vic.
2139613,Mildura (RC),Rest of Vic.
2139503,Mildura (RC),Rest of Vic.
2139504,Mildura (RC),Rest of Vic.
2139505,Mildura (RC),Rest of Vic.
2139506,Mildura (RC),Rest of Vic.
2139507,Mildura (RC),Rest of Vic.
2139508,Mildura (RC),Rest of Vic.
2139509,Mildura (RC),Rest of Vic.
2139511,Mildura (RC),Rest of Vic.
2139512,Mildura (RC),Rest of Vic.
2139513,Mildura (RC),Rest of Vic.
2139514,Mildura (RC),Rest of Vic.
2139515,Mildura (RC),Rest of Vic.
2139516,Mildura (RC),Rest of Vic.
